Customer_ID,Age,Gender,Subscription_Length,Region,Payment_Method,Support_Tickets_Raised,Satisfaction_Score,Discount_Offered,Last_Activity,Monthly_Spend,Churned
CUST001073,32.0,Male,8,South,PayPal,1,2.0,17.89,126,34.61,True
CUST001074,23.0,Female,9,North,Credit Card,1,4.0,15.33,153,38.08,False
CUST001075,66.0,Female,57,North,Credit Card,1,4.0,18.13,162,55.18,False
CUST001076,47.0,Male,51,South,Debit Card,3,6.0,6.57,278,49.91,False
CUST001077,55.0,Female,35,West,PayPal,2,10.0,11.83,179,59.8,False
CUST001078,68.0,Female,37,West,Credit Card,2,6.0,8.44,144,47.47,False
CUST001079,19.0,Male,21,South,PayPal,0,3.0,15.82,139,42.27,True
CUST001080,32.0,Male,58,North,Debit Card,1,6.0,19.55,206,67.98,False
CUST001081,28.0,Female,18,East,Debit Card,5,5.0,17.23,96,39.39,True
CUST001082,25.0,Female,33,South,Credit Card,0,2.0,5.53,214,37.12,True
CUST001083,43.0,Male,8,South,Debit Card,2,6.0,9.75,69,38.26,False
CUST001084,68.0,Male,51,South,Debit Card,5,3.0,5.43,356,41.3,True
CUST001085,62.0,Male,49,North,Debit Card,1,8.0,5.6,318,56.44,True
CUST001086,61.0,Male,17,West,PayPal,1,3.0,6.19,19,33.7,True
CUST001087,43.0,Male,43,North,PayPal,2,5.0,9.14,316,47.19,True
CUST001088,23.0,Female,31,South,Credit Card,1,4.0,9.56,351,40.43,True
CUST001089,43.0,Female,34,North,Credit Card,0,4.0,11.01,101,47.14,False
CUST001090,21.0,Female,6,North,Debit Card,3,2.0,11.07,81,30.07,True
CUST001091,36.0,Female,22,South,Debit Card,0,8.0,16.57,183,54.99,False
CUST001092,37.0,Male,14,North,Credit Card,1,3.0,7.12,18,34.38,True
CUST001093,50.0,Male,3,East,Debit Card,2,6.0,7.37,155,30.92,False
CUST001094,37.0,Male,12,North,Credit Card,2,6.0,14.4,341,42.21,True
CUST001095,66.0,Female,36,North,PayPal,0,9.0,13.58,129,58.39,False
CUST001096,43.0,Female,12,West,Debit Card,3,4.0,7.31,315,33.49,True
CUST001097,43.0,Female,45,West,Debit Card,2,3.0,17.78,161,48.55,True
CUST001098,18.0,Male,2,South,Debit Card,0,5.0,9.94,119,37.69,False
CUST001099,43.0,Female,2,South,PayPal,3,9.0,10.5,332,45.1,True
CUST001100,31.0,Male,15,West,PayPal,3,1.0,11.31,173,30.03,True
CUST001101,55.0,Male,23,East,Debit Card,2,5.0,9.84,153,40.3,False
CUST001102,54.0,Male,29,North,Credit Card,4,4.0,13.36,20,42.43,False
CUST001103,43.0,Male,17,East,PayPal,1,5.0,10.83,34,42.97,False
CUST001104,53.0,Male,32,East,Debit Card,2,7.0,8.89,314,49.66,True
CUST001105,30.0,Male,7,West,Debit Card,3,6.0,18.57,60,46.21,False
CUST001106,60.0,Female,30,South,PayPal,2,7.0,9.63,158,49.89,False
CUST001107,20.0,Male,28,North,Credit Card,4,1.0,15.48,364,34.13,True
CUST001108,50.0,Male,14,South,Debit Card,1,9.0,10.21,206,52.03,False
CUST001109,23.0,Female,44,East,Credit Card,1,7.0,11.53,93,54.81,False
CUST001110,67.0,Male,30,East,Credit Card,5,4.0,8.54,218,37.73,True
CUST001111,27.0,Female,17,South,PayPal,3,4.0,16.28,323,40.96,True
CUST001112,43.0,Female,32,South,Debit Card,2,2.0,16.06,89,37.54,True
CUST001113,40.0,Female,46,West,Debit Card,5,6.0,5.33,173,45.9,True
CUST001114,27.0,Male,6,South,Credit Card,4,10.0,5.9,40,45.67,False
CUST001115,61.0,Male,51,South,PayPal,4,3.0,18.84,203,45.71,True
CUST001116,43.0,Female,24,West,PayPal,5,1.0,18.33,221,33.15,True
CUST001117,30.0,Male,6,South,PayPal,3,5.0,12.59,47,36.2,False
CUST001118,57.0,Male,27,East,Credit Card,3,6.0,12.4,243,46.1,False
CUST001119,19.0,Female,18,South,Credit Card,1,5.0,17.19,88,45.2,False
CUST001120,37.0,Female,24,North,Debit Card,5,5.0,7.08,157,36.29,True
CUST001121,18.0,Male,37,East,PayPal,8,10.0,14.81,162,55.01,True
CUST001122,54.0,Female,56,West,Credit Card,0,8.0,12.14,20,62.45,False
CUST001123,26.0,Female,24,East,PayPal,2,10.0,16.15,148,58.14,False
CUST001124,34.0,Female,38,West,Credit Card,0,1.0,5.45,201,37.94,True
CUST001125,26.0,Male,34,North,Debit Card,0,8.0,13.89,312,56.23,True
CUST001126,28.0,Male,40,North,PayPal,2,7.0,13.35,151,53.78,False
CUST001127,32.0,Male,47,East,Credit Card,0,1.0,17.61,100,44.91,True
CUST001128,41.0,Female,15,South,PayPal,2,9.0,15.15,247,51.9,False
CUST001129,55.0,Male,11,East,Credit Card,2,4.0,18.2,113,42.16,False
CUST001130,52.0,Female,22,East,Credit Card,3,7.0,18.31,219,50.11,False
CUST001131,47.0,Male,54,North,Credit Card,1,3.0,11.12,344,48.37,True
CUST001132,48.0,Male,24,West,PayPal,1,8.0,7.06,360,50.05,True
CUST001133,66.0,Female,1,East,Credit Card,0,4.0,14.45,25,37.96,False
CUST001134,22.0,Male,18,South,Debit Card,4,2.0,18.11,289,32.83,True
CUST001135,61.0,Female,44,North,PayPal,1,2.0,6.12,103,42.36,True
CUST001136,67.0,Male,12,East,Debit Card,1,8.0,13.37,79,47.62,False
CUST001137,31.0,Male,57,East,Debit Card,2,8.0,6.72,16,59.79,False
CUST001138,28.0,Female,43,South,PayPal,0,1.0,5.4,341,38.72,True
CUST001139,26.0,Female,28,East,Credit Card,2,6.0,15.19,59,48.78,False
CUST001140,51.0,Female,40,East,Debit Card,2,9.0,15.23,194,59.41,False
CUST001141,29.0,Male,7,East,PayPal,2,6.0,14.01,125,51.81,False
CUST001142,52.0,Male,23,East,Credit Card,0,2.0,17.89,32,41.45,True
CUST001143,52.0,Male,21,South,PayPal,4,8.0,6.21,178,44.62,False
CUST001144,18.0,Female,34,East,PayPal,5,8.0,6.58,219,46.95,True
CUST001145,57.0,Female,11,East,PayPal,2,4.0,17.97,100,39.23,False
CUST001146,43.0,Female,22,East,Credit Card,1,4.0,12.55,103,41.73,False
CUST001147,46.0,Male,42,North,Debit Card,1,5.0,9.1,118,47.52,False
CUST001148,25.0,Male,35,South,Debit Card,2,10.0,16.07,243,61.81,False
CUST001149,28.0,Female,52,North,PayPal,1,7.0,18.42,119,60.46,False
CUST001150,58.0,Male,29,North,PayPal,2,1.0,15.34,7,37.47,True
CUST001151,54.0,Female,42,South,Credit Card,3,9.0,16.88,10,60.92,False
CUST001152,31.0,Male,28,North,PayPal,2,3.0,9.24,316,38.06,True
CUST001153,47.0,Male,59,North,PayPal,2,6.0,9.33,281,50.55,False
CUST001154,52.0,Female,18,North,PayPal,1,7.0,17.96,42,51.31,False
CUST001155,38.0,Male,14,South,Debit Card,5,5.0,14.22,47,36.35,True
CUST001156,54.0,Male,18,East,PayPal,0,5.0,8.51,96,43.89,False
CUST001157,22.0,Female,28,West,Debit Card,3,1.0,12.86,246,33.47,True
CUST001158,36.0,Female,24,West,Credit Card,0,2.0,15.29,224,40.54,True
CUST001159,31.0,Male,8,South,Credit Card,2,5.0,8.28,114,37.36,False
CUST001160,43.0,Female,42,West,Debit Card,3,2.0,14.82,32,38.92,True
CUST001161,21.0,Male,54,South,Debit Card,2,1.0,5.63,330,38.46,True
CUST001162,42.0,Female,45,South,Debit Card,2,10.0,9.56,153,61.72,False
CUST001163,62.0,Male,53,West,Debit Card,2,3.0,15.11,217,48.62,True
CUST001164,59.0,Male,8,North,PayPal,3,1.0,7.24,246,25.61,True
CUST001165,42.0,Female,4,East,Debit Card,2,10.0,8.33,272,48.06,False
CUST001166,35.0,Male,27,West,Debit Card,0,8.0,18.19,350,58.42,True
CUST001167,57.0,Male,36,West,Debit Card,1,8.0,15.11,261,57.27,False
CUST001168,25.0,Female,5,West,PayPal,4,8.0,12.48,7,44.36,False
CUST001169,56.0,Female,33,West,PayPal,2,6.0,8.16,205,48.1,False
CUST001170,57.0,Male,49,South,PayPal,2,7.0,10.12,264,54.73,False
CUST001171,31.0,Female,34,South,Credit Card,1,2.0,13.61,289,40.21,True
CUST001172,49.0,Female,30,East,PayPal,1,9.0,7.33,318,54.35,True
CUST001173,68.0,Male,8,East,Debit Card,2,7.0,12.23,202,43.34,False
CUST001174,55.0,Male,39,West,PayPal,1,5.0,11.13,116,48.34,False
CUST001175,50.0,Female,47,West,PayPal,1,6.0,12.15,212,48.27,False
CUST001176,40.0,Female,26,West,Debit Card,3,8.0,6.58,160,47.03,False
CUST001177,32.0,Female,57,East,PayPal,3,5.0,6.6,129,49.29,False
CUST001178,50.0,Male,37,West,Credit Card,1,6.0,19.46,347,52.61,True
CUST001179,43.0,Male,34,North,PayPal,3,4.0,19.69,148,44.14,False
CUST001180,34.0,Male,7,East,Credit Card,3,2.0,11.39,311,29.25,True
CUST001181,50.0,Male,40,North,Credit Card,2,7.0,16.83,78,52.75,False
CUST001182,64.0,Male,28,West,Credit Card,1,2.0,14.84,262,39.43,True
CUST001183,19.0,Male,39,South,Debit Card,3,7.0,6.75,52,48.6,False
CUST001184,31.0,Male,39,North,PayPal,2,7.0,9.45,258,52.07,False
CUST001185,57.0,Female,28,East,Credit Card,2,1.0,9.7,221,32.68,True
CUST001186,43.0,Female,14,North,Credit Card,2,6.0,13.94,39,55.34,False
CUST001187,68.0,Male,53,East,PayPal,3,10.0,13.7,248,65.0,False
CUST001188,56.0,Male,50,West,Debit Card,1,3.0,18.85,288,49.21,True
CUST001189,68.0,Male,38,North,Debit Card,3,3.0,16.85,254,43.44,True
CUST001190,23.0,Female,4,South,Credit Card,1,6.0,17.85,116,45.45,False
CUST001191,23.0,Male,42,North,Debit Card,5,3.0,18.37,197,42.59,True
CUST001192,20.0,Female,18,South,PayPal,2,9.0,17.02,214,53.96,False
CUST001193,24.0,Female,44,East,Debit Card,1,5.0,9.99,92,50.9,False
CUST001194,68.0,Female,48,West,PayPal,2,6.0,8.23,32,50.57,False
CUST001195,25.0,Female,25,West,Credit Card,2,6.0,13.58,93,48.01,False
CUST001196,59.0,Female,7,South,PayPal,1,8.0,15.34,232,47.66,False
CUST001197,69.0,Male,38,East,Credit Card,0,10.0,10.8,131,58.91,False
CUST001198,32.0,Male,28,West,PayPal,2,3.0,17.73,318,43.59,True
CUST001199,64.0,Female,5,East,PayPal,3,9.0,19.41,223,50.54,False
CUST001200,46.0,Male,3,South,Debit Card,1,7.0,13.54,13,44.47,False
CUST001201,50.0,Female,44,South,PayPal,2,6.0,11.85,326,50.63,True
CUST001202,69.0,Female,31,North,Credit Card,4,6.0,17.64,21,34.81,True
CUST001203,47.0,Male,47,West,PayPal,2,4.0,5.36,14,45.53,False
CUST001204,43.0,Male,42,West,Credit Card,2,5.0,6.94,345,46.41,True
CUST001205,44.0,Male,58,North,Credit Card,2,2.0,17.68,327,48.72,True
CUST001206,53.0,Male,20,South,PayPal,2,1.0,15.98,107,34.31,True
CUST001207,46.0,Male,19,South,Debit Card,3,2.0,11.24,128,34.23,True
CUST001208,55.0,Female,48,South,PayPal,2,8.0,18.33,32,61.89,False
CUST001209,50.0,Male,11,South,PayPal,1,10.0,10.27,169,51.76,False
CUST001210,54.0,Male,40,East,Debit Card,2,6.0,14.51,288,50.45,False
CUST001211,43.0,Male,3,West,Credit Card,2,6.0,14.52,81,51.35,False
CUST001212,50.0,Female,23,West,PayPal,1,2.0,7.76,182,33.66,True
CUST001213,21.0,Male,7,South,Debit Card,2,9.0,9.27,358,45.65,True
CUST001214,39.0,Female,23,South,Debit Card,0,8.0,18.74,190,57.59,False
CUST001215,19.0,Male,7,South,Credit Card,4,4.0,7.75,255,32.05,False
CUST001216,27.0,Male,46,West,Debit Card,3,10.0,7.6,341,59.39,True
CUST001217,22.0,Female,34,West,Credit Card,2,7.0,12.19,299,50.16,False
CUST001218,27.0,Male,42,South,PayPal,5,3.0,6.38,166,39.08,True
CUST001219,50.0,Male,19,East,Debit Card,4,6.0,18.42,256,46.14,False
CUST001220,55.0,Female,58,North,PayPal,2,3.0,6.5,198,45.45,True
CUST001221,30.0,Male,9,North,Debit Card,1,10.0,14.25,213,53.11,False
CUST001222,43.0,Female,48,North,Debit Card,0,3.0,10.1,45,47.03,True
CUST001223,64.0,Female,51,West,PayPal,0,6.0,17.06,302,65.85,True
CUST001224,53.0,Female,18,West,Debit Card,2,6.0,13.85,360,47.14,True
CUST001225,62.0,Female,41,North,PayPal,0,8.0,10.82,13,57.32,False
CUST001226,41.0,Female,48,North,PayPal,4,4.0,19.76,52,48.41,False
CUST001227,69.0,Male,45,East,Credit Card,1,4.0,5.99,265,46.88,False
CUST001228,32.0,Male,42,West,PayPal,2,8.0,13.67,325,56.47,True
CUST001229,46.0,Male,25,West,Credit Card,3,6.0,19.84,43,52.11,False
CUST001230,25.0,Female,52,North,PayPal,2,5.0,15.36,7,54.06,False
CUST001231,22.0,Female,14,East,Debit Card,5,2.0,16.1,230,31.19,True
CUST001232,46.0,Female,44,East,PayPal,1,6.0,5.48,44,48.77,False
CUST001233,64.0,Female,25,North,Debit Card,0,1.0,5.32,172,32.61,True
CUST001234,21.0,Male,19,North,Credit Card,3,7.0,5.54,102,41.2,False
CUST001235,29.0,Male,39,West,Debit Card,2,9.0,19.88,223,61.72,False
CUST001236,62.0,Female,55,North,PayPal,3,6.0,19.69,68,56.02,False
CUST001237,19.0,Female,15,South,Debit Card,2,5.0,10.02,122,41.33,False
CUST001238,44.0,Male,16,East,Credit Card,0,7.0,9.36,77,45.89,False
CUST001239,48.0,Female,27,North,Debit Card,2,6.0,7.19,300,41.54,False
CUST001240,68.0,Female,40,South,Debit Card,1,10.0,9.94,296,60.25,False
CUST001241,68.0,Female,10,East,PayPal,3,4.0,10.55,205,34.95,False
CUST001242,53.0,Male,4,South,PayPal,3,1.0,16.22,318,26.69,True
CUST001243,43.0,Male,51,South,Debit Card,1,6.0,17.99,171,57.17,False
CUST001244,43.0,Female,19,North,Credit Card,0,9.0,16.2,218,54.61,False
CUST001245,43.0,Male,28,East,Debit Card,3,6.0,14.7,305,40.71,True
CUST001246,44.0,Female,21,South,Credit Card,1,10.0,16.49,193,57.68,False
CUST001247,22.0,Female,59,West,Credit Card,6,4.0,16.08,333,50.21,True
CUST001248,37.0,Male,47,East,Credit Card,2,5.0,12.14,153,50.62,False
CUST001249,28.0,Female,14,West,Debit Card,1,6.0,10.04,41,43.08,False
CUST001250,27.0,Female,33,North,Credit Card,2,3.0,9.24,23,40.97,True
CUST001251,57.0,Male,48,West,Debit Card,2,9.0,15.19,186,62.48,False
CUST001252,43.0,Female,10,East,Credit Card,0,1.0,19.39,216,35.67,True
CUST001253,23.0,Female,19,South,Credit Card,3,6.0,13.72,43,43.49,False
CUST001254,25.0,Female,30,South,Debit Card,1,6.0,18.69,361,51.51,True
CUST001255,40.0,Male,22,East,PayPal,2,8.0,5.21,113,45.49,False
CUST001256,64.0,Female,3,South,PayPal,2,5.0,16.92,231,38.86,False
CUST001257,43.0,Male,37,West,Debit Card,3,9.0,17.8,110,58.62,False
CUST001258,63.0,Female,41,South,Debit Card,1,9.0,14.46,138,61.17,False
CUST001259,60.0,Female,18,South,PayPal,1,2.0,19.01,105,38.67,True
CUST001260,29.0,Female,11,West,PayPal,2,5.0,13.85,316,39.96,True
CUST001261,43.0,Female,48,West,PayPal,1,7.0,8.61,140,54.09,False
CUST001262,30.0,Male,2,West,Debit Card,3,2.0,8.24,255,26.52,True
CUST001263,57.0,Male,12,North,Credit Card,1,7.0,13.34,349,46.07,True
CUST001264,35.0,Female,54,West,Debit Card,4,9.0,18.6,75,63.55,False
CUST001265,42.0,Female,6,West,PayPal,0,8.0,6.09,233,42.93,False
CUST001266,50.0,Female,43,North,Credit Card,2,10.0,14.07,212,62.87,False
CUST001267,64.0,Female,59,South,Debit Card,5,9.0,16.55,58,63.22,True
CUST001268,43.0,Female,40,West,PayPal,3,4.0,6.73,38,42.38,False
CUST001269,60.0,Female,44,East,Debit Card,3,6.0,6.75,262,52.78,False
CUST001270,29.0,Female,29,West,Credit Card,2,9.0,10.49,212,54.96,False
CUST001271,61.0,Female,59,West,PayPal,4,10.0,9.11,138,61.18,False
CUST001272,53.0,Male,30,North,Debit Card,3,6.0,7.97,282,34.3,True
CUST001273,65.0,Male,2,East,Credit Card,0,10.0,7.98,58,49.4,False
CUST001274,21.0,Male,9,South,Credit Card,1,3.0,6.96,273,33.52,True
CUST001275,22.0,Female,47,South,Debit Card,6,1.0,14.16,53,34.46,True
CUST001276,54.0,Female,2,East,Credit Card,4,6.0,15.32,206,24.9,True
CUST001277,25.0,Female,29,West,PayPal,5,10.0,15.54,5,57.22,True
CUST001278,59.0,Male,33,North,Credit Card,3,6.0,12.99,323,45.36,True
CUST001279,43.0,Female,10,East,Debit Card,3,1.0,19.29,107,32.36,True
CUST001280,45.0,Male,34,East,PayPal,0,5.0,18.21,243,51.1,False
CUST001281,48.0,Female,44,South,Credit Card,2,6.0,19.36,148,55.73,False
CUST001282,26.0,Male,55,North,Credit Card,2,9.0,10.83,179,63.43,False
CUST001283,68.0,Male,8,East,PayPal,3,6.0,18.17,174,43.18,False
CUST001284,46.0,Male,37,North,PayPal,1,4.0,16.44,323,49.55,True
CUST001285,31.0,Female,54,West,Credit Card,5,6.0,10.1,139,37.26,True
CUST001286,43.0,Male,33,South,PayPal,7,6.0,6.6,175,39.44,True
CUST001287,58.0,Female,47,West,Debit Card,3,7.0,15.24,253,56.41,False
CUST001288,39.0,Female,6,North,Credit Card,2,5.0,7.05,250,34.99,False
CUST001289,28.0,Female,44,West,Debit Card,4,6.0,9.41,136,48.7,False
CUST001290,40.0,Female,40,South,Credit Card,1,10.0,12.51,22,63.24,False
CUST001291,18.0,Female,45,North,Debit Card,0,8.0,15.2,38,61.97,False
CUST001292,43.0,Male,19,East,Debit Card,2,6.0,18.89,27,33.67,True
CUST001293,54.0,Female,32,West,PayPal,2,8.0,13.9,282,53.81,False
CUST001294,38.0,Female,27,South,Credit Card,0,2.0,15.07,279,40.92,True
CUST001295,43.0,Female,1,East,PayPal,2,6.0,9.65,120,27.48,True
CUST001296,63.0,Female,43,South,PayPal,0,8.0,15.31,253,60.63,False
CUST001297,53.0,Female,52,North,Credit Card,1,2.0,11.57,359,45.48,True
CUST001298,40.0,Male,33,North,Debit Card,0,8.0,17.85,65,58.3,False
CUST001299,18.0,Male,40,West,Credit Card,2,5.0,10.89,74,47.35,False
CUST001300,68.0,Female,32,South,Credit Card,1,9.0,12.02,303,55.73,True
CUST001301,57.0,Male,5,South,Credit Card,1,6.0,11.49,317,48.07,True
CUST001302,32.0,Male,17,South,PayPal,0,8.0,17.17,174,52.16,False
CUST001303,38.0,Female,8,North,Credit Card,0,6.0,19.31,260,54.67,False
CUST001304,64.0,Male,57,West,Credit Card,1,7.0,9.91,285,58.16,False
CUST001305,26.0,Female,42,South,Credit Card,0,8.0,12.13,73,57.75,False
CUST001306,26.0,Male,34,South,Debit Card,7,6.0,15.59,79,46.38,True
CUST001307,27.0,Male,9,East,Debit Card,1,9.0,18.43,44,52.97,False
CUST001308,69.0,Male,56,South,Debit Card,4,2.0,12.41,233,43.49,True
CUST001309,43.0,Female,23,West,Debit Card,2,3.0,6.63,3,34.68,True
CUST001310,43.0,Male,35,East,PayPal,4,2.0,10.53,79,35.55,True
CUST001311,52.0,Male,50,East,PayPal,2,6.0,13.26,181,54.55,False
CUST001312,69.0,Female,7,East,Credit Card,2,3.0,11.26,139,32.5,True
CUST001313,42.0,Female,15,North,PayPal,2,1.0,7.8,303,28.5,True
CUST001314,43.0,Male,53,East,Debit Card,4,4.0,5.55,7,44.68,False
CUST001315,28.0,Female,54,South,Credit Card,1,6.0,15.31,324,54.64,True
CUST001316,55.0,Male,20,North,Credit Card,2,4.0,19.89,213,42.21,False
CUST001317,19.0,Male,50,North,Debit Card,3,6.0,18.79,1,54.27,False
CUST001318,43.0,Female,25,North,Debit Card,5,3.0,15.25,184,38.06,True
CUST001319,35.0,Female,3,North,Debit Card,1,10.0,17.62,251,54.44,False
CUST001320,43.0,Female,55,North,PayPal,2,6.0,8.84,215,54.18,False
CUST001321,51.0,Male,46,North,Credit Card,0,10.0,14.34,77,65.53,False
CUST001322,44.0,Female,24,North,Debit Card,3,1.0,5.91,43,27.72,True
CUST001323,43.0,Male,34,East,Credit Card,3,6.0,15.61,157,49.12,False
CUST001324,43.0,Female,46,West,Credit Card,0,8.0,19.55,18,63.48,False
CUST001325,61.0,Male,22,South,PayPal,1,10.0,17.91,343,58.22,True
CUST001326,68.0,Female,11,South,Credit Card,0,8.0,13.02,220,48.34,False
CUST001327,41.0,Male,48,East,Debit Card,0,1.0,16.83,73,43.58,True
CUST001328,43.0,Female,8,East,Debit Card,1,7.0,19.16,190,48.94,False
CUST001329,24.0,Male,39,North,Credit Card,3,10.0,8.24,363,56.01,True
CUST001330,69.0,Female,43,West,Credit Card,2,10.0,16.9,262,64.26,False
CUST001331,23.0,Female,35,North,PayPal,5,4.0,9.05,144,38.63,True
CUST001332,41.0,Male,49,East,Debit Card,2,6.0,18.15,129,56.96,False
CUST001333,50.0,Female,46,North,Debit Card,2,6.0,6.48,278,49.98,False
CUST001334,66.0,Male,38,South,Credit Card,2,5.0,7.67,302,45.1,True
CUST001335,46.0,Male,8,South,Credit Card,1,10.0,15.81,190,54.24,False
CUST001336,60.0,Female,54,North,Credit Card,2,9.0,7.62,151,60.0,False
CUST001337,39.0,Male,37,West,Debit Card,1,10.0,7.37,307,57.97,True
CUST001338,43.0,Female,27,North,Credit Card,0,8.0,13.33,95,55.75,False
CUST001339,45.0,Female,28,North,PayPal,4,6.0,17.52,38,46.94,False
CUST001340,67.0,Male,40,West,PayPal,1,4.0,9.03,156,45.23,False
CUST001341,38.0,Female,34,West,Credit Card,3,4.0,17.62,300,43.99,False
CUST001342,66.0,Male,32,West,PayPal,1,9.0,17.12,347,59.73,True
CUST001343,24.0,Male,15,South,PayPal,2,4.0,13.69,42,38.33,False
CUST001344,34.0,Female,44,North,PayPal,2,7.0,14.7,316,55.17,True
CUST001345,37.0,Female,17,East,PayPal,1,6.0,5.61,126,40.87,False
CUST001346,58.0,Male,33,West,PayPal,2,2.0,10.51,313,37.63,True
CUST001347,66.0,Male,47,West,Debit Card,0,5.0,8.95,77,49.07,False
CUST001348,37.0,Female,46,North,Credit Card,2,3.0,7.25,96,43.21,True
CUST001349,39.0,Female,52,East,PayPal,1,9.0,10.84,263,62.28,False
CUST001350,45.0,Female,54,North,Credit Card,1,10.0,10.32,307,64.69,True
CUST001351,57.0,Female,16,North,PayPal,0,1.0,15.93,225,33.72,True
CUST001352,66.0,Male,29,West,Debit Card,3,6.0,13.97,111,57.52,False
CUST001353,24.0,Female,9,West,Debit Card,1,6.0,18.7,238,40.22,False
CUST001354,18.0,Male,33,South,PayPal,2,4.0,7.18,205,-5.06,False
CUST001355,49.0,Male,49,East,PayPal,1,6.0,5.9,288,59.44,False
CUST001356,30.0,Female,29,East,PayPal,5,1.0,13.02,263,33.24,True
CUST001357,47.0,Male,13,West,Debit Card,1,2.0,5.02,76,30.35,True
CUST001358,43.0,Female,21,West,Debit Card,4,1.0,16.82,143,33.49,True
CUST001359,68.0,Male,58,West,Credit Card,1,1.0,12.59,315,45.46,True
CUST001360,43.0,Female,21,East,Debit Card,0,1.0,12.32,85,34.51,True
CUST001361,49.0,Male,5,South,PayPal,3,3.0,10.44,252,30.81,True
CUST001362,47.0,Male,10,East,Credit Card,3,4.0,10.62,333,33.88,True
CUST001363,46.0,Female,6,West,Debit Card,2,10.0,11.47,232,52.2,False
CUST001364,66.0,Female,56,West,Debit Card,3,2.0,5.24,295,40.72,True
CUST001365,62.0,Male,51,South,PayPal,2,1.0,6.25,319,38.55,True
CUST001366,46.0,Male,57,North,Credit Card,2,5.0,12.58,130,53.88,False
CUST001367,47.0,Female,13,North,Debit Card,1,6.0,7.25,285,40.24,False
CUST001368,33.0,Male,1,East,Debit Card,2,2.0,16.68,317,32.56,True
CUST001369,57.0,Female,20,North,PayPal,3,6.0,9.12,29,33.43,True
CUST001370,36.0,Male,57,North,Credit Card,1,10.0,6.47,228,62.88,False
CUST001371,35.0,Female,47,East,Credit Card,2,3.0,8.53,294,43.3,True
CUST001372,18.0,Male,46,West,Credit Card,2,2.0,10.36,7,40.3,True
CUST001373,31.0,Female,8,North,Credit Card,2,4.0,5.53,30,34.33,False
CUST001374,68.0,Female,10,West,PayPal,2,5.0,7.13,215,36.43,False
CUST001375,64.0,Male,9,East,Debit Card,1,6.0,9.86,115,43.21,False
CUST001376,67.0,Female,49,West,Debit Card,2,6.0,9.66,215,52.33,False
CUST001377,19.0,Male,41,West,Credit Card,0,9.0,17.01,164,63.86,False
CUST001378,45.0,Female,3,East,Credit Card,3,3.0,17.65,170,33.2,True
CUST001379,66.0,Female,11,West,Credit Card,3,10.0,7.9,221,47.29,False
CUST001380,67.0,Female,12,North,Debit Card,1,9.0,6.86,260,48.23,False
CUST001381,47.0,Male,10,North,Debit Card,3,6.0,14.51,212,36.17,False
CUST001382,55.0,Female,25,North,Credit Card,6,8.0,17.07,261,47.86,True
CUST001383,68.0,Male,49,North,PayPal,4,10.0,19.46,302,63.57,True
CUST001384,21.0,Female,49,West,Debit Card,1,6.0,5.1,331,53.71,True
CUST001385,18.0,Male,25,North,Debit Card,1,7.0,11.21,130,50.31,False
CUST001386,25.0,Male,11,West,Credit Card,0,9.0,16.01,105,54.27,False
CUST001387,43.0,Male,54,South,PayPal,0,10.0,17.43,54,68.19,False
CUST001388,56.0,Female,36,West,Credit Card,2,2.0,5.93,108,36.98,True
CUST001389,20.0,Male,39,North,Credit Card,1,5.0,15.21,315,51.38,True
CUST001390,49.0,Female,53,South,PayPal,2,3.0,9.33,289,47.06,True
CUST001391,27.0,Male,26,East,PayPal,5,7.0,6.12,255,41.41,True
CUST001392,27.0,Male,14,West,PayPal,5,3.0,12.34,278,31.81,True
CUST001393,36.0,Male,39,North,Debit Card,2,5.0,7.37,47,46.05,False
CUST001394,63.0,Male,56,North,Credit Card,3,5.0,16.06,134,53.2,False
CUST001395,51.0,Female,40,North,Debit Card,2,6.0,16.12,24,43.21,True
CUST001396,50.0,Male,1,East,PayPal,2,1.0,17.63,117,29.19,True
CUST001397,40.0,Male,56,South,Debit Card,0,6.0,10.66,239,56.28,False
CUST001398,45.0,Female,54,South,PayPal,2,1.0,5.2,307,38.14,True
CUST001399,49.0,Male,4,North,PayPal,1,9.0,8.9,41,48.2,False
CUST001400,67.0,Male,30,West,Credit Card,4,10.0,12.02,250,54.21,False
CUST001401,24.0,Male,12,North,Credit Card,0,5.0,15.41,323,42.64,True
CUST001402,43.0,Male,56,North,Credit Card,4,1.0,10.73,89,40.21,True
CUST001403,25.0,Female,35,West,Debit Card,6,8.0,13.04,92,49.79,True
CUST001404,18.0,Female,13,North,Credit Card,3,6.0,12.86,81,27.92,True
CUST001405,20.0,Male,52,East,PayPal,2,4.0,7.47,130,46.42,False
CUST001406,43.0,Female,31,North,Credit Card,2,6.0,14.35,91,50.76,False
CUST001407,40.0,Female,38,East,Debit Card,1,4.0,11.59,100,45.35,False
CUST001408,25.0,Male,43,North,Credit Card,2,6.0,17.12,78,54.08,False
CUST001409,43.0,Female,23,South,Credit Card,2,6.0,15.36,43,49.38,False
CUST001410,54.0,Male,4,West,Credit Card,2,4.0,6.67,123,31.25,False
CUST001411,20.0,Female,52,South,Debit Card,2,5.0,12.33,288,53.89,False
CUST001412,68.0,Female,16,North,PayPal,3,7.0,15.54,23,47.36,False
CUST001413,50.0,Female,7,North,PayPal,2,1.0,6.31,144,26.08,True
CUST001414,45.0,Male,22,East,PayPal,1,3.0,16.89,258,40.51,True
